ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
1846,30 MW SOLAR BY SOLARSYS NON CONVENTIONAL ENERGY PVT. LTD. - BANAVIKAL.,Solarsys Non conventional Energy Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,43825,,,,
920,IBERPAPEL SILVIPASTURAL SYSTEM ON DEGRADED LAND,Los Eucaliptus S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,14746,Latin America,2020-04-06,2004-09-10,2064-09-09
1841,Santa Teresa Hydropower Plant,INLAND ENERGY,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Peru,293121,Latin America,2020-04-06,2015-09-01,2025-08-31
410,"6.85 MW Bundled grid-connected wind electricity generation project in Tamil Nadu and Karnataka, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Crediting Period Renewal Requested,India,16634,Asia,2010-05-04,,
1840,Ovejería Photovoltaic Power Plant,Colbún S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Chile,13103,Latin America,2020-04-06,2018-05-25,2028-05-24
1838,Renewable Energy Wind Power Project in Karnataka,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registration requested,India,12294,Asia,,2017-07-01,2027-06-30
1839,CECIC HKC Danjinghe Wind Farm Project,"CECIC HKE Wind Power CO.,LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,471661,Asia,2019-01-04,,
693,"Erkenek 12 MW Hydropower Plant, Turkey",Tektuð Elektrik Üretim A.Þ.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,Turkmenistan,32195,Middle East,2020-04-06,2019-02-26,2029-02-25
1836,Guanaquitas 9.74 MW Hydroelectric Project,Guanaquitas S.A.S .ES.P.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Colombia,21973,Latin America,2018-12-11,2020-06-30,2030-06-29
1834,60 MW Solar by Solarsys Non Conventional Energy Pvt. Ltd. - Ilkal.,WeAct Pty Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,87651,Asia,,2018-03-31,2028-03-30
1835,Caruquia 9.76 MW Hydroelectric Project,Caruquia S.A.S .ES.P.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Colombia,20303,Latin America,2018-12-11,2020-01-28,2030-01-27
1832,Haidong Afforestation Project,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,598145,Asia,2020-04-06,2014-04-21,2114-04-20
1831,"Wind Energy Project at Devbhoomi Dwaraka,Gujarat by Powerica Limited",POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,42210,Asia,2019-03-21,2015-03-27,2025-03-26
1207,Sinner Wind Power Project in Maharashtra,M/s Bindu Vayu Urja Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,54247,Asia,2020-06-04,,
1197,Chakala Wind Power Project in Maharashtra,M/s Bindu Vayu Urja Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,74307,Asia,2014-07-17,,
1827,Mahuangliang Wind Project,"Yulin Yihong New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under development,China,165686,Asia,,2017-01-29,2027-01-28
1828,"Biomass based independent power project at Malwa Power Private Limited, Mukatsar, Punjab",Malwa Power Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,43854,Asia,,,
1829,"Biomass based power project in Punjab, India",Dee Development Engineers Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,42657,Asia,,2020-06-08,2030-06-07
1830,Wind Power Project at Theni by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,22735,Asia,2018-11-28,,
1825,Afforestation Project in Xining City,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,IFM; REDD,AR-ACM0003,Registered,China,499982,Asia,2020-04-06,2014-04-21,2114-04-20
1826,Qinghai Afforestation Project,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,766948,Asia,2020-04-06,2014-04-21,2114-04-20
1824,"Liucheng Biomass Power Generation Project in Guangxi Zhuang Autonomous Region, China","Liuzhou City Xin’neng Biomass Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,58277,Asia,2020-04-06,,
1821,Conservación de los Ecosistemas y el Almacén de Carbono Región de Transición Guayano Amazónica 'Flor de Inírida',Ciprogress Greenlife,Agriculture Forestry and Other Land Use,REDD,VM0007,On Hold,Colombia,7627523,Latin America,,2017-01-01,2116-12-31
1822,10 MW wind power project by Powerica at BDS - Gujarat,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,24816,Asia,2019-10-17,2017-02-04,2027-02-03
1823,"21.8 MW Wind Power Project at Jangi Vandhiya, Gujarat by Powerica Limited",POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,50207,Asia,2018-11-21,2014-06-12,2024-06-11
1819,"19.2 MWp Solar Power Project by HZL at Debari and Dariba, Rajasthan",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,23859,Asia,2019-10-17,2017-03-25,2027-03-24
1820,Manantiales Behr Wind Farm,YPF Energia Electrica S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Argentina,251000,Latin America,2019-04-17,2018-08-01,2028-07-31
1817,Reliance Composting Project in Cape Town,Recarbon Ground Trading (Pty) Ltd,Waste handling and disposal,,AMS-III.F.,Registered,South Africa,49175,Africa,2019-06-11,2018-05-01,2028-04-30
32,Luara Ceramic Fuel Switching Project,Luara Indústria e Comércio de Materiais Ltda,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.E.,Registered,Brazil,9450,Latin America,2020-04-06,,
345,Wind power project by HZL in Karnataka.,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,65036,Asia,2010-03-09,,
1814,"Wind Power Project in Gujarat, India",Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,57170,Asia,,,
1815,Renewable Solar Power Project by Adani Green Energy Limited,Adani Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,1553021,Asia,2019-10-17,2017-09-28,2027-09-27
1816,Wind power project in Tirunelveli Tamilnadu,Vaayu Renewable Energy (Tapti) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,16347,Asia,2020-04-17,2017-12-02,2027-12-01
344,Wind power project by HZL in Gujarat.,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,158127,Asia,2020-04-06,,
120,Aydin Salavatli Dora-1 Geothermal Power Plant,Menderes Geothermal Elektrik Uretim A.S,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,30309,Middle East,2020-04-06,,
922,Plantation Project on wastelands by Sun Plant Agro Limited,Sun Plant Agro Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0005,Registered,India,1708,Asia,2012-11-16,2006-10-12,2039-10-11
829,Jatropha Curcas grouped project in Mali,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0004,Registered,Mali,3,Africa,2012-05-29,2007-06-15,2047-06-14
1327,Reforestation of deforested land in Madagascar,EcoFormation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Madagascar,94452,Africa,2014-05-07,2011-03-01,2041-02-28
1811,Jari/Pará REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,On Hold,Brazil,525314,Latin America,2020-04-06,2014-07-08,2044-07-07
1812,VTRM Renewable Energy,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,652150,Latin America,2020-04-06,2016-12-09,2026-12-08
1810,"Tri-Mid, LLC",Southern Power Company,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,United States,375765,North America,,2021-12-31,2031-12-30
1808,"Ruso Wind Partners, LLC",Southern Power Company,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,United States,675077,North America,,2021-12-31,2031-12-30
1150,Algoma Highlands Conservancy Improved Forest Management Project,Algoma Highlands Conservancy,Agriculture Forestry and Other Land Use,IFM,VM0010,Withdrawn,Canada,1820,North America,,2009-11-30,2029-11-29
746,Pawan Urja Vistaran: Small entities combined wind power project in India - 2004,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,21539,Asia,2020-04-06,,
1807,"Biomass based thermal energy generation project by Dynamic Fine Paper Mill at Polai Kalan, Deegod, Kota",Dynamic Fine Paper Mill Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,43938,Asia,2018-10-15,2016-11-21,2026-11-20
1806,Riscales REDD+ Project,Consejo Comunitario General Los Riscales.,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Colombia,187240,Latin America,,2014-01-01,2043-12-31
1805,Solar Energy Project(s) by SB Energy Private Limited,Adani Renewable Energy Devco Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,4354646,Asia,2018-09-24,2017-02-27,2027-02-26
768,Dalmia Chini Mills Jawaharpur Project,Dalmia Bharat Sugar and Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,34581,Asia,2012-02-07,,
436,Bundled Wind Power Project structured by KKSK,RADE WIND ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,28961,Asia,2020-04-06,,
1804,Combio Renewable Biomass Project - Três Marias,Combio Energia S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,Brazil,58519,Latin America,2019-03-11,2017-04-01,2027-03-31
1803,"Distribution of ONIL Stoves – Mexico, CPA 002",Multiple Proponents,Energy demand,,AMS-II.G.,Registered,Mexico,40089,North America,2020-04-06,2017-01-06,2027-01-05
1802,"Philip Wind Partners, LLC",Southern Power Company,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,United States,747057,North America,,2020-12-31,2030-12-30
1191,Jamanwada Wind Power Project in Gujarat,Bindu Vayu Urja Private Limited (BVUPL),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,53662,Asia,2020-04-06,,
1190,Wind power project in Gujarat,Mytrah Energy (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,48273,Asia,2020-04-06,,
1195,Wind Power Project in Rajasthan,Mytrah Energy (INDIA) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,70677,Asia,2020-04-06,,
1800,12 MW Raura Hydro Project by DLI Power,DLI Power (India) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,38464,Asia,2021-02-25,2019-09-09,2029-09-08
420,"Bundled 13.75 MW Wind Power Project in the state of Rajasthan and Maharashtra, India.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,21879,Asia,2010-05-14,,
1799,"Forest Management to mitigate climate change in the native community of Bélgica, Madre de Dios Region – Peru",Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Peru,126168,Latin America,2022-03-29,2017-07-01,2037-06-30
663,"8.0 MW Wind Power Project activity by Sree Iswarya Textiles Private Limited, at Dist Erode, Tamil Nadu",Sree Iswarya Textiles Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,17219,Asia,2011-08-12,2016-06-09,2026-06-08
1798,Hydroelectric projects at Oibita River,PCH San Bartolomé S.A.S .ES.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,100508,Latin America,2020-10-02,2020-09-01,2030-08-31
1796,Santa Rosa-Altamira hydroelectric projects,Desarrollo de Energías Renovables S.A.S .ES.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,99804,Latin America,2020-11-23,2020-07-01,2030-06-30
1797,El Molino-San Matias hydroelectric projects,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,90393,Latin America,2020-04-06,2017-04-17,2027-04-16
1794,Interwaste Landfill gas Grouped Project,Interwaste (Pty) Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,South Africa,41396,Africa,2020-04-06,2016-10-28,2026-10-27
1787,Renewable Power Project by Animala Wind Power Private Limited,Animala Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,163843,Asia,2019-05-21,2017-03-30,2027-03-29
1788,Renewable Power Project by Saipuram Wind Energies Private Limited,Saipuram Wind Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,266287,Asia,2018-08-14,2017-03-31,2027-03-30
1789,Renewable Power Project by SEI Kathiravan Power Private Limited,SEI Kathiravan Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,77356,Asia,2019-08-19,2017-03-09,2027-03-08
1790,Renewable Power Project by Axis Wind Farms (MPR Dam) Private Limited,Axis Wind Farms (MPR Dam) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,195052,Asia,2018-08-14,2017-03-30,2027-03-29
1791,Pavagada Solar Renewable Power Project by Greenko Group,SEI Suryashakti Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,139239,Asia,2019-08-19,2017-03-30,2027-03-29
1792,Ghani Solar Renewable Power Project by Greenko Group,Zuvan Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,996010,Asia,2018-08-14,2017-03-31,2027-03-30
1793,Renewable Power Project by Devarahipparigi Wind Power Private Limited,Devarahipparigi Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,195052,Asia,2018-12-10,2017-03-25,2027-03-24
760,"Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh",Sara Textiles Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,13645,Asia,2012-01-13,,
1782,"Solar PV Power Project by Prayatna Developers Pvt. Ltd. at Bhatinda, Punjab",Prayatna Developers Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,167973,Asia,2018-08-02,2016-09-17,2026-09-16
1783,72 MWac Ramnad Renewable Energy Project,Ramnad Renewable Energy Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,115817,Asia,2018-08-02,2016-09-18,2026-09-17
1784,Solar Power Project by Mytrah Energy India Private Limited,JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,638520,Asia,2020-04-06,2017-06-19,2027-06-18
1786,Solar Photovoltaic Project by Giriraj Renewables Private Limited,Avaada Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,234677,Asia,2020-07-29,2018-03-02,2028-03-01
1781,MRMPL Wind Power Project,Modern Road Makers Pvt Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,India,32788,Asia,2018-02-08,,
250,"Bundled Wind Power Project in Tamil Nadu, India, Co-ordinated by Tamil Nadu Spinning Mills Association(TASMA-V1)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,82064,Asia,2020-04-06,,
799,Bukaleba Forest Project,Busoga Forestry Co. Ltd (Subsidiary Green Resources),Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uganda,11903,Africa,2012-03-20,2004-03-11,2046-03-10
1778,Lahendong Unit 5 & Unit 6 Geothermal Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Indonesia,181030,Asia,2018-07-17,2016-09-15,2026-09-14
1774,Grid-connected Solar PV project in Bokhol,Senergy 2 SAS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,28130,Africa,2020-04-13,2016-11-11,2026-11-10
1775,Luangwa Community Forests Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Zambia,2985650,Africa,2019-10-30,2015-05-01,2045-04-30
1776,Wind Power Project by Green Infra Wind Power Generation Limited,Green Infra Wind Power Generation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,79147,Asia,2020-12-10,2016-08-12,2026-08-11
982,"Combined cycle natural gas based grid connected power plant at Jegurupadu, India",GVK Industries Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,630005,Asia,2013-03-01,,
